lat,long,sog,cog,heading,rot,nav_stt,timestamp,mmsi,shiptype
41.349365,31.41656,7.099999904632568,233.5,511.0,-128.0,0.0,2022-04-01 05:42:00,271000200,75
44.42383,37.6303,2.0999999046325684,207.8000030517578,194.0,9.0,0.0,2022-02-17 04:03:00,249007000,75
40.79056,28.956766,0.5,346.29998779296875,183.0,-7.0,0.0,2022-02-19 10:23:00,636018574,75
41.270054,29.047167,0.1000000014901161,304.6000061035156,511.0,-128.0,1.0,2022-02-18 02:23:00,372182000,75
40.9497,28.781334,0.699999988079071,318.0,35.0,-5.0,1.0,2022-03-06 05:26:00,244850087,75
43.687145,28.996073,9.199999809265137,177.89999389648438,177.0,0.0,0.0,2022-04-07 02:12:00,352980870,75
40.84569,28.879904,9.300000190734863,88.9000015258789,93.0,127.0,0.0,2022-03-12 11:11:00,667001639,75
40.99432,28.999994,3.400000095367432,2.0,357.0,0.0,0.0,2022-04-30 01:44:00,511336000,75
44.387993,37.280052,8.300000190734863,237.1999969482422,235.0,0.0,0.0,2022-04-08 05:42:00,511100623,75
44.376434,37.454597,5.900000095367432,124.9000015258789,125.0,0.0,0.0,2022-03-31 01:48:00,538090550,75
40.6906,29.340773,0.1000000014901161,178.60000610351562,274.0,0.0,1.0,2022-04-12 09:17:00,371734000,75
40.875668,29.189667,0.1000000014901161,210.0,140.0,0.0,1.0,2022-03-13 15:56:00,271000862,75
40.758533,29.518854,7.099999904632568,257.8999938964844,511.0,-128.0,1.0,2022-04-12 13:42:00,271047206,75
44.45629,37.12716,0.6000000238418579,286.3999938964844,202.0,0.0,0.0,2022-02-16 06:17:00,636019919,75
44.116978,28.785013,0.1000000014901161,243.8000030517578,207.0,0.0,1.0,2022-05-11 01:30:00,272761000,75
44.73224,37.789436,0.1000000014901161,360.0,323.0,0.0,5.0,2022-04-23 23:20:00,341355000,75
40.98314,28.929306,0.1000000014901161,167.10000610351562,65.0,0.0,1.0,2022-03-05 15:57:00,351657000,75
43.13118,27.959677,0.1000000014901161,77.0,136.0,0.0,1.0,2022-05-12 23:34:00,538002543,75
44.67069,37.801277,0.2000000029802322,181.3999938964844,511.0,-128.0,5.0,2022-03-02 14:12:00,273453660,75
44.16318,28.79363,0.1000000014901161,352.79998779296875,37.0,6.0,1.0,2022-03-22 08:14:00,511100455,75
45.07624,36.49106,9.199999809265137,184.8999938964844,182.0,0.0,0.0,2022-04-30 07:35:00,273451690,75
40.916454,28.766027,7.5,259.0,257.0,0.0,0.0,2022-03-16 12:42:00,273343220,75
41.263367,31.41628,0.1000000014901161,302.20001220703125,305.0,0.0,5.0,2022-03-01 07:39:00,667001715,75
44.17246,28.782467,0.699999988079071,324.3999938964844,356.0,0.0,1.0,2022-03-18 07:37:00,620428000,75
41.338085,29.114584,8.899999618530273,173.8000030517578,174.0,0.0,0.0,2022-02-22 17:34:00,620050000,75
43.620907,29.600227,8.199999809265137,189.0,181.0,9.0,0.0,2022-05-07 02:59:00,311000607,75
42.16572,31.022266,1.0,134.39999389648438,133.0,5.0,0.0,2022-04-06 11:13:00,538009371,75
40.77424,29.592974,0.1000000014901161,73.5,511.0,-128.0,0.0,2022-05-03 10:10:00,271048486,75
