lat,long,sog,cog,heading,rot,nav_stt,timestamp,mmsi,shiptype
41.306305,36.33858,0.1000000014901161,0.0,242.0,-128.0,5.0,2022-04-02 14:56:00,273439710,75
45.115715,29.876354,0.1000000014901161,36.0,511.0,-128.0,1.0,2022-05-02 12:02:00,577298000,75
40.96914,28.905346,0.2000000029802322,323.5,55.0,0.0,1.0,2022-03-14 07:24:00,214182729,75
40.812614,28.873596,0.8999999761581421,360.0,311.0,9.0,0.0,2022-03-28 12:21:00,636020311,75
44.730232,37.798695,0.1000000014901161,209.8999938964844,511.0,-128.0,5.0,2022-05-09 02:44:00,312849000,75
40.746475,28.82983,1.2000000476837158,190.0,88.0,-7.0,0.0,2022-03-19 21:31:00,305485000,75
41.191166,29.096912,11.0,225.8000030517578,225.0,0.0,0.0,2022-04-29 07:19:00,636018308,75
41.95636,35.149086,0.1000000014901161,216.3999938964844,304.0,9.0,1.0,2022-03-22 01:06:00,312495000,75
41.117775,38.250317,8.100000381469727,155.5,159.0,0.0,0.0,2022-03-14 01:44:00,374463000,75
44.658092,37.22481,0.5,275.8999938964844,226.0,-3.0,0.0,2022-02-23 03:53:00,241466000,75
41.20038,30.18782,6.400000095367432,230.3999938964844,224.0,0.0,0.0,2022-04-20 16:42:00,667001715,75
44.5964,37.799618,9.5,83.0,511.0,-128.0,0.0,2022-03-26 13:51:00,273344330,75
44.112766,28.74066,0.1000000014901161,131.6999969482422,26.0,0.0,1.0,2022-02-20 17:30:00,341347000,75
41.184593,29.087107,9.100000381469728,224.6000061035156,222.0,0.0,0.0,2022-05-04 17:09:00,667001715,75
41.55186,36.56964,6.699999809265137,120.5,116.0,127.0,1.0,2022-03-30 01:02:00,271044718,75
40.82188,29.21201,0.2000000029802322,17.100000381469727,343.0,0.0,1.0,2022-04-11 09:22:00,518998414,75
40.98588,28.9612,0.1000000014901161,170.0,511.0,-128.0,1.0,2022-03-23 05:41:00,620305000,75
40.85251,28.87174,6.400000095367432,50.400001525878906,46.0,0.0,0.0,2022-04-14 16:22:00,671218100,75
42.11422,35.014385,9.300000190734863,295.79998779296875,296.0,0.0,0.0,2022-03-13 21:06:00,271043400,75
44.96384,36.519806,7.800000190734863,354.79998779296875,511.0,-128.0,0.0,2022-03-08 07:22:00,353167000,75
43.13706,27.954386,0.1000000014901161,276.70001220703125,12.0,-17.0,1.0,2022-02-28 18:31:00,667001703,75
44.569214,37.95627,0.2000000029802322,324.0,261.0,0.0,1.0,2022-03-05 10:22:00,273215380,75
44.613506,37.794746,1.0,64.30000305175781,8.0,0.0,0.0,2022-02-19 13:28:00,538008331,75
44.16894,28.6509,0.1000000014901161,191.8999938964844,511.0,-128.0,0.0,2022-02-27 00:24:00,264162940,75
41.4619,31.579773,6.900000095367432,220.8999938964844,229.0,-128.0,0.0,2022-02-24 16:19:00,312809000,75
40.95948,28.8998,0.2000000029802322,216.3999938964844,123.0,0.0,1.0,2022-04-12 16:59:00,667001961,75
44.43552,37.569252,0.4000000059604645,23.700000762939453,141.0,0.0,0.0,2022-04-08 22:43:00,215375000,75
44.58655,37.945393,0.2000000029802322,67.5,254.0,0.0,1.0,2022-02-19 09:54:00,613837000,75
41.678635,31.566298,6.300000190734863,247.3999938964844,244.0,9.0,0.0,2022-03-14 15:51:00,273434860,75
40.970375,28.887407,0.1000000014901161,285.1000061035156,511.0,-128.0,15.0,2022-03-27 01:41:00,271043927,75
44.16915,28.77261,0.1000000014901161,251.8999938964844,3.0,12.0,1.0,2022-04-11 17:23:00,305048000,75
43.325253,35.078568,8.0,33.20000076293945,33.0,3.0,0.0,2022-04-25 19:14:00,273458460,75
41.21891,29.12978,6.400000095367432,32.20000076293945,30.0,-12.0,0.0,2022-04-20 04:42:00,577391000,75
44.644066,37.85265,2.0999999046325684,168.0,207.0,22.0,0.0,2022-02-21 12:58:00,636019919,75
41.409824,29.166103,10.600000381469728,271.29998779296875,270.0,0.0,0.0,2022-03-06 03:22:00,636016477,75
44.11323,28.767866,0.1000000014901161,360.0,511.0,-128.0,1.0,2022-04-06 20:17:00,677096200,75
45.074917,36.49177,9.0,185.3999938964844,185.0,0.0,0.0,2022-04-05 03:23:00,636017263,75
42.404545,28.60054,9.600000381469728,160.0,162.0,-128.0,0.0,2022-05-10 22:04:00,271000930,75
44.73038,37.798576,0.1000000014901161,278.6000061035156,329.0,0.0,5.0,2022-04-13 14:02:00,636020514,75
44.66189,37.886982,0.1000000014901161,100.4000015258789,260.0,0.0,1.0,2022-03-11 14:21:00,273416810,75
41.34617,36.38375,8.5,21.299999237060547,17.0,0.0,0.0,2022-05-07 04:29:00,354059000,75
40.684547,28.843937,7.0,83.5999984741211,79.0,-4.0,0.0,2022-03-18 08:11:00,271042693,75
41.189182,38.65,8.600000381469727,92.4000015258789,93.0,0.0,0.0,2022-03-15 00:19:00,273427540,75
44.13176,28.752213,0.2000000029802322,70.0,343.0,0.0,1.0,2022-05-04 15:22:00,370288000,75
44.729126,37.796894,0.1000000014901161,320.20001220703125,59.0,0.0,5.0,2022-03-17 11:32:00,636021598,75
40.751595,29.010326,4.099999904632568,48.09999847412109,43.0,0.0,0.0,2022-05-10 15:44:00,273343200,75
44.13646,28.734684,0.2000000029802322,153.0,511.0,-128.0,1.0,2022-04-25 16:05:00,671319100,75
44.375725,37.660366,1.7000000476837158,210.3000030517578,269.0,0.0,2.0,2022-05-05 22:44:00,613837000,75
44.21838,37.13658,9.399999618530272,228.3999938964844,230.0,0.0,0.0,2022-05-01 02:26:00,518790000,75
45.124252,36.578434,0.2000000029802322,35.5,307.0,0.0,1.0,2022-03-05 13:18:00,636017263,75
44.0254,36.384815,12.699999809265137,253.0,252.0,0.0,0.0,2022-05-10 18:34:00,636014488,75
40.95024,28.894497,0.4000000059604645,329.70001220703125,52.0,10.0,1.0,2022-03-22 15:59:00,246621000,75
40.988434,28.938066,0.1000000014901161,174.0,350.0,-5.0,1.0,2022-05-04 12:52:00,229938000,75
40.788082,28.802588,0.6000000238418579,178.5,208.0,0.0,0.0,2022-04-20 08:53:00,636015946,75
44.54438,37.74674,0.6000000238418579,246.5,325.0,0.0,0.0,2022-04-30 18:49:00,636018743,75
40.80211,28.988293,2.0999999046325684,46.29999923706055,219.0,0.0,0.0,2022-03-28 07:56:00,636021411,75
41.01804,39.70648,0.1000000014901161,347.3999938964844,31.0,0.0,1.0,2022-02-22 05:01:00,273430550,75
40.82369,29.22038,0.1000000014901161,19.799999237060547,127.0,0.0,1.0,2022-05-12 21:21:00,354706000,75
40.8083,28.93385,9.800000190734863,349.6000061035156,350.0,10.0,0.0,2022-02-21 16:13:00,636014489,75
44.609608,37.91176,0.1000000014901161,159.1999969482422,109.0,0.0,1.0,2022-05-06 22:27:00,273332610,75
44.225216,36.85771,11.699999809265137,244.8999938964844,241.0,0.0,0.0,2022-04-21 06:07:00,215743000,75
40.35296,27.961565,0.1000000014901161,197.1000061035156,35.0,-5.0,5.0,2022-05-07 11:41:00,577417000,75
40.819168,29.185934,9.600000381469728,36.400001525878906,37.0,0.0,0.0,2022-04-04 09:24:00,256020000,75
40.90431,28.988813,8.0,326.79998779296875,336.0,0.0,0.0,2022-03-15 15:36:00,271040150,75
40.921196,29.032726,7.5,83.30000305175781,82.0,-7.0,0.0,2022-04-16 03:42:00,577391000,75
42.084938,35.21871,7.699999809265137,116.0999984741211,114.0,5.0,0.0,2022-04-16 17:47:00,273378000,75
42.633026,27.951483,7.800000190734863,152.10000610351562,149.0,0.0,0.0,2022-04-02 23:12:00,511487000,75
40.98108,28.93979,0.1000000014901161,10.300000190734863,242.0,0.0,1.0,2022-02-18 01:38:00,352978261,75
44.147514,28.757402,0.3000000119209289,74.69999694824219,53.0,0.0,1.0,2022-03-06 07:56:00,511100328,75
41.68524,41.662037,3.799999952316284,229.6000061035156,231.0,0.0,1.0,2022-03-01 17:08:00,671011000,75
44.14591,28.78238,0.2000000029802322,102.1999969482422,40.0,0.0,1.0,2022-03-22 07:38:00,352886000,75
44.670666,37.80124,0.1000000014901161,266.79998779296875,511.0,-128.0,5.0,2022-03-04 21:54:00,273453660,75
44.879917,36.838585,0.1000000014901161,344.0,252.0,3.0,1.0,2022-05-10 23:48:00,636014309,75
41.294933,36.362835,0.1000000014901161,312.20001220703125,29.0,0.0,1.0,2022-04-02 02:52:00,273330700,75
44.137074,35.07033,12.0,54.5,511.0,-128.0,0.0,2022-04-06 09:17:00,468392000,75
40.939266,28.839546,0.1000000014901161,102.1999969482422,31.0,0.0,11.0,2022-03-05 18:56:00,271040291,75
44.72728,37.776554,2.700000047683716,326.0,304.0,-9.0,5.0,2022-04-22 08:42:00,273317400,75
41.285652,36.37316,0.3000000119209289,0.0,305.0,-7.0,1.0,2022-03-13 23:45:00,273319100,75
42.01862,34.063522,8.300000190734863,82.5,511.0,-128.0,0.0,2022-04-10 08:43:00,271000200,75
43.20434,27.968283,0.1000000014901161,253.0,172.0,0.0,1.0,2022-03-16 07:47:00,334008000,75
44.59996,37.91119,0.1000000014901161,290.8999938964844,135.0,-2.0,1.0,2022-04-11 03:54:00,273329070,75
40.570297,27.584375,0.1000000014901161,144.10000610351562,511.0,-128.0,0.0,2022-03-01 09:53:00,671446000,75
42.050987,41.01496,10.100000381469728,124.9000015258789,120.0,0.0,0.0,2022-02-22 06:57:00,538009312,75
40.85554,29.194134,0.2000000029802322,138.5,6.0,0.0,1.0,2022-03-23 14:52:00,352980870,75
41.28015,36.40473,0.1000000014901161,229.0,511.0,-128.0,1.0,2022-05-11 00:29:00,577363000,75
42.100468,35.15782,3.299999952316284,308.29998779296875,511.0,-128.0,0.0,2022-03-28 19:51:00,214182722,75
40.979088,28.915184,0.1000000014901161,161.3000030517578,511.0,-128.0,0.0,2022-02-18 04:13:00,613003549,75
40.97429,28.912483,0.2000000029802322,169.5,236.0,0.0,1.0,2022-04-10 05:12:00,577249000,75
40.804977,28.716217,1.7000000476837158,298.29998779296875,347.0,0.0,0.0,2022-03-13 13:46:00,352240000,75
41.671932,32.206112,0.1000000014901161,222.3999938964844,330.0,15.0,1.0,2022-03-11 08:35:00,341380000,75
43.20395,27.994164,0.1000000014901161,173.0,511.0,-128.0,1.0,2022-03-05 19:11:00,671273100,75
41.34908,29.058954,8.5,133.1999969482422,136.0,0.0,0.0,2022-04-30 08:54:00,241407000,75
43.992985,39.019535,11.100000381469728,203.6000061035156,198.0,0.0,0.0,2022-03-01 02:13:00,354059000,75
44.172012,36.52561,8.199999809265137,351.0,3.0,127.0,0.0,2022-04-02 02:53:00,273459590,75
44.650635,37.889008,0.2000000029802322,286.29998779296875,9.0,0.0,1.0,2022-02-16 04:25:00,352986163,75
44.20388,29.072613,0.1000000014901161,67.30000305175781,168.0,7.0,1.0,2022-04-26 15:41:00,273328500,75
40.853752,29.182667,0.2000000029802322,317.29998779296875,511.0,-128.0,8.0,2022-03-22 19:11:00,577404000,75
40.844173,28.76336,11.0,78.5999984741211,73.0,0.0,0.0,2022-04-20 21:40:00,370224000,75
40.73101,29.249254,9.5,102.0,511.0,-128.0,0.0,2022-05-09 19:14:00,271049800,75
40.369926,27.969616,0.1000000014901161,61.5,321.0,-128.0,1.0,2022-03-27 17:13:00,273334900,75
43.638752,36.528008,8.800000190734863,0.4000000059604645,0.0,0.0,0.0,2022-05-13 06:45:00,352646000,75
44.52934,37.90604,7.0,315.0,327.0,0.0,0.0,2022-03-19 14:32:00,371503000,75
41.12384,29.078403,8.5,31.200000762939453,20.0,-127.0,0.0,2022-04-03 11:27:00,273387100,75
40.97154,28.905754,0.5,342.8999938964844,45.0,0.0,1.0,2022-05-01 10:07:00,620723000,75
42.696163,35.846306,0.2000000029802322,90.1999969482422,282.0,0.0,0.0,2022-05-09 18:34:00,248821000,75
44.89495,36.806767,0.1000000014901161,88.0,204.0,0.0,1.0,2022-05-10 09:10:00,636014311,75
40.87818,29.20005,0.1000000014901161,287.5,511.0,-128.0,1.0,2022-03-13 04:11:00,271002030,75
40.783363,28.121227,12.600000381469728,81.19999694824219,83.0,0.0,0.0,2022-03-14 10:36:00,219135000,75
41.472855,31.779694,0.1000000014901161,0.0,203.0,126.0,1.0,2022-04-09 18:22:00,341140000,75
40.718636,29.149807,14.399999618530272,88.80000305175781,89.0,0.0,0.0,2022-03-30 08:52:00,249379000,75
42.09134,33.934036,8.100000381469727,89.0,89.0,0.0,8.0,2022-05-07 21:10:00,271044965,75
41.29395,36.370285,0.2000000029802322,148.89999389648438,511.0,-128.0,1.0,2022-03-21 00:54:00,613003714,75
41.369995,29.160707,0.6000000238418579,198.0,298.0,0.0,0.0,2022-02-18 15:28:00,241359000,75
43.151337,36.293106,0.800000011920929,162.5,181.0,0.0,0.0,2022-04-26 00:36:00,249349000,75
40.966293,28.897552,0.1000000014901161,303.29998779296875,51.0,0.0,1.0,2022-04-30 23:40:00,355997000,75
40.96044,28.904644,0.2000000029802322,155.10000610351562,76.0,0.0,1.0,2022-03-17 07:57:00,312548000,75
43.200127,27.973124,6.0,226.5,234.0,0.0,0.0,2022-04-11 13:58:00,353552000,75
42.14154,34.95352,9.300000190734863,99.1999969482422,101.0,0.0,0.0,2022-05-08 00:30:00,354692000,75
40.38024,27.96776,0.3000000119209289,149.39999389648438,51.0,0.0,1.0,2022-03-25 21:20:00,273459590,75
44.32102,37.268345,8.199999809265137,230.1999969482422,228.0,5.0,0.0,2022-04-26 12:29:00,577528000,75
44.867695,36.559483,0.1000000014901161,322.70001220703125,201.0,0.0,1.0,2022-04-25 11:56:00,312245000,75
40.81774,29.156073,8.899999618530273,69.0999984741211,67.0,0.0,0.0,2022-03-02 22:26:00,636012771,75
44.624706,37.77119,4.800000190734863,233.3999938964844,229.0,-127.0,0.0,2022-04-08 17:52:00,273336610,75
40.72909,28.798496,1.0,179.60000610351562,132.0,3.0,0.0,2022-04-29 02:39:00,241466000,75
40.85752,29.198677,0.5,310.5,256.0,0.0,1.0,2022-04-03 08:57:00,636019744,75
44.14116,28.748133,5.5,12.399999618530272,13.0,-2.0,0.0,2022-04-04 09:07:00,354878000,75
44.05114,34.375885,6.699999809265137,114.4000015258789,114.0,0.0,0.0,2022-02-21 05:58:00,272774000,75
44.59952,37.918873,0.2000000029802322,16.299999237060547,351.0,9.0,1.0,2022-03-12 20:44:00,577459000,75
40.83633,28.91104,7.800000190734863,344.6000061035156,359.0,12.0,0.0,2022-03-23 20:51:00,538004518,75
44.565853,37.94884,0.1000000014901161,270.79998779296875,22.0,0.0,1.0,2022-03-06 23:22:00,273215380,75
44.604073,37.902893,0.2000000029802322,267.29998779296875,175.0,0.0,1.0,2022-02-21 10:41:00,271044516,75
40.80637,28.903246,0.4000000059604645,301.6000061035156,102.0,0.0,0.0,2022-05-14 13:49:00,620383000,75
40.811573,28.73096,13.199999809265137,83.80000305175781,83.0,0.0,0.0,2022-05-04 06:09:00,256123000,75
40.728893,29.041006,0.4000000059604645,94.5,9.0,0.0,0.0,2022-04-12 01:02:00,538009371,75
44.65867,37.90468,0.3000000119209289,221.1999969482422,167.0,0.0,1.0,2022-02-22 09:00:00,677060500,75
41.303467,36.337074,0.1000000014901161,161.1999969482422,511.0,-128.0,5.0,2022-04-26 04:19:00,667001368,75
43.144753,28.53937,3.0,122.4000015258789,122.0,-127.0,0.0,2022-04-03 15:53:00,214182724,75
43.926792,28.82403,4.900000095367432,20.600000381469727,20.0,-128.0,0.0,2022-03-17 05:26:00,677023300,75
42.154774,41.656433,0.1000000014901161,360.0,57.0,0.0,5.0,2022-04-12 06:54:00,538003253,75
44.530495,37.14738,3.299999952316284,305.0,259.0,1.0,0.0,2022-03-28 23:29:00,241466000,75
40.960606,28.737467,0.1000000014901161,299.79998779296875,511.0,-128.0,1.0,2022-03-25 06:07:00,631010051,75
44.02088,28.992533,0.1000000014901161,214.0,124.0,0.0,1.0,2022-04-23 03:09:00,311000151,75
40.83312,28.608444,13.699999809265137,80.5999984741211,83.0,0.0,0.0,2022-02-19 03:23:00,215993000,75
44.660812,37.88555,0.1000000014901161,92.8000030517578,34.0,0.0,1.0,2022-03-18 04:48:00,371503000,75
44.11305,28.74834,0.2000000029802322,0.1000000014901161,7.0,0.0,1.0,2022-04-29 22:40:00,577506000,75
42.835506,27.963987,6.800000190734863,12.199999809265137,16.0,0.0,0.0,2022-04-18 07:42:00,357925000,75
40.77179,28.972826,6.099999904632568,103.6999969482422,106.0,0.0,0.0,2022-03-14 18:26:00,538008320,75
41.917072,31.571733,7.400000095367432,115.0,117.0,0.0,0.0,2022-04-10 14:47:00,577408000,75
43.28713,28.88381,10.5,173.60000610351562,511.0,-128.0,0.0,2022-04-28 17:14:00,248097000,75
44.686787,37.8547,0.1000000014901161,250.6999969482422,163.0,0.0,1.0,2022-05-13 12:21:00,352980836,75
41.68375,32.208515,0.2000000029802322,154.60000610351562,269.0,0.0,1.0,2022-03-13 10:50:00,620558000,75
44.360226,37.81941,1.899999976158142,236.8000030517578,113.0,-4.0,0.0,2022-03-21 04:48:00,538009199,75
40.947834,28.746033,0.1000000014901161,199.6999969482422,130.0,0.0,1.0,2022-03-24 10:44:00,636020512,75
41.25218,36.46626,0.1000000014901161,168.39999389648438,352.0,0.0,5.0,2022-04-04 09:01:00,271044718,75
40.932877,28.850836,0.2000000029802322,360.0,295.0,0.0,1.0,2022-03-14 09:51:00,477455100,75
40.823982,29.235252,0.1000000014901161,360.0,312.0,0.0,1.0,2022-03-01 07:03:00,677043400,75
41.37654,29.017807,0.800000011920929,188.3999938964844,219.0,10.0,0.0,2022-02-22 17:23:00,229365000,75
41.761154,31.749907,12.300000190734863,62.5,53.0,0.0,0.0,2022-03-02 09:56:00,374499000,75
40.71689,28.941013,10.699999809265137,75.0,76.0,0.0,0.0,2022-03-01 06:03:00,271000716,75
41.00289,39.74178,0.1000000014901161,132.6999969482422,292.0,0.0,0.0,2022-02-24 09:02:00,373364000,75
40.767315,29.522793,0.1000000014901161,244.8000030517578,5.0,0.0,5.0,2022-05-01 16:36:00,271049621,75
40.96512,28.927057,0.1000000014901161,243.0,98.0,0.0,1.0,2022-03-14 06:54:00,273441320,75
40.870747,29.198112,0.1000000014901161,329.6000061035156,79.0,0.0,1.0,2022-02-26 21:20:00,577489000,75
40.959713,28.750534,0.2000000029802322,164.1999969482422,105.0,0.0,1.0,2022-04-15 12:06:00,468395000,75
40.844345,29.232388,0.1000000014901161,6.400000095367432,252.0,0.0,1.0,2022-04-02 17:46:00,314640000,75
44.13292,28.651093,0.1000000014901161,184.1000061035156,511.0,-128.0,0.0,2022-05-14 07:59:00,264162436,75
41.29257,36.382633,0.1000000014901161,360.0,84.0,0.0,1.0,2022-04-24 12:51:00,273332410,75
43.64046,37.576515,8.0,327.3999938964844,327.0,0.0,0.0,2022-04-26 19:26:00,374300000,75
44.661366,37.9023,0.1000000014901161,89.5,30.0,0.0,1.0,2022-05-03 01:52:00,273317910,75
40.976624,28.921146,0.2000000029802322,299.0,46.0,-5.0,1.0,2022-03-20 07:39:00,273294380,75
